2025-07-22T17:11:47 | $119,684.68
2025-07-22T17:11:48 | $119,684.67
2025-07-22T17:11:49 | $119,683.27
2025-07-22T17:11:50 | $119,683.26
2025-07-22T17:11:51 | $119,687.07
2025-07-22T17:11:52 | $119,686.86
2025-07-22T17:11:53 | $119,685.61
2025-07-22T17:11:55 | $119,683.68
2025-07-22T17:11:56 | $119,683.68
2025-07-22T17:11:57 | $119,683.67
2025-07-22T17:11:58 | $119,683.68
2025-07-22T17:11:59 | $119,683.67
2025-07-22T17:12:00 | $119,683.67
2025-07-22T17:12:01 | $119,682.64
2025-07-22T17:12:03 | $119,683.77
2025-07-22T17:12:04 | $119,683.77
2025-07-22T17:12:05 | $119,683.76
2025-07-22T17:12:09 | $119,683.77
2025-07-22T17:12:11 | $119,683.77
2025-07-22T17:12:12 | $119,683.87
2025-07-22T17:12:13 | $119,683.87
2025-07-22T17:12:15 | $119,683.87
2025-07-22T17:12:16 | $119,683.95
2025-07-22T17:12:17 | $119,683.95
2025-07-22T17:12:18 | $119,683.97
2025-07-22T17:12:20 | $119,686.30
2025-07-22T17:12:21 | $119,686.33
2025-07-22T17:12:24 | $119,686.32
2025-07-22T17:12:25 | $119,688.71
2025-07-22T17:12:27 | $119,687.03
2025-07-22T17:12:29 | $119,686.35
2025-07-22T17:12:30 | $119,682.82
2025-07-22T17:12:31 | $119,649.53
2025-07-22T17:12:34 | $119,649.53
2025-07-22T17:12:35 | $119,649.52
2025-07-22T17:12:37 | $119,649.53
2025-07-22T17:12:40 | $119,649.52
2025-07-22T17:12:42 | $119,649.53
2025-07-22T17:12:43 | $119,649.53
2025-07-22T17:12:44 | $119,649.53
2025-07-22T17:12:45 | $119,664.32
2025-07-22T17:12:46 | $119,669.76
2025-07-22T17:12:47 | $119,666.14
2025-07-22T17:12:48 | $119,666.13
2025-07-22T17:12:51 | $119,666.12
2025-07-22T17:12:52 | $119,666.12
2025-07-22T17:12:55 | $119,666.13
2025-07-22T17:13:00 | $119,666.12
2025-07-22T17:13:01 | $119,666.12
2025-07-22T17:13:02 | $119,666.12
2025-07-22T17:13:04 | $119,666.12
2025-07-22T17:13:05 | $119,666.12
2025-07-22T17:13:06 | $119,649.54
2025-07-22T17:13:07 | $119,649.53
2025-07-22T17:13:08 | $119,649.53
2025-07-22T17:13:09 | $119,649.54
2025-07-22T17:13:11 | $119,649.53
2025-07-22T17:13:12 | $119,649.54
2025-07-22T17:13:14 | $119,649.54
2025-07-22T17:13:15 | $119,649.53
2025-07-22T17:13:16 | $119,649.53
2025-07-22T17:15:36 | $119,620.00
2025-07-22T17:15:37 | $119,619.99
2025-07-22T17:15:38 | $119,620.00
2025-07-22T17:15:39 | $119,620.00
2025-07-22T17:15:40 | $119,619.99
2025-07-22T17:15:41 | $119,620.00
2025-07-22T17:15:42 | $119,620.00
2025-07-22T17:15:43 | $119,620.00
2025-07-22T17:15:44 | $119,619.99
2025-07-22T17:15:45 | $119,620.00
2025-07-22T17:15:46 | $119,620.00
2025-07-22T17:15:47 | $119,620.00
2025-07-22T17:15:48 | $119,620.00
2025-07-22T17:15:50 | $119,620.00
